Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
"Verify ""Firstname"" and ""Lastname"" present in the Affiliate list appears the same as while creation of record during modification by default .",AF-68,10096,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,08/Sep/21 4:13 AM,08/Sep/21 6:30 PM,08/Sep/21 6:01 AM,08/Sep/21 6:30 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000kf:,,AF Sprint 1,,,,,,,,Done
"Verify that ""Password"" field accepts alphanumeric and special characters.",AF-67,10095,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,08/Sep/21 3:40 AM,08/Sep/21 6:29 PM,08/Sep/21 6:29 PM,08/Sep/21 6:29 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000k7:,,AF Sprint 1,,,,,,,,Done
Verify the user is able to enter password more than 6 characters.,AF-66,10094,Test,Blocked,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,08/Sep/21 3:20 AM,08/Sep/21 6:35 PM,08/Sep/21 6:35 PM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000jz:,,AF Sprint 1,,,,,,,,In Progress
Password field accepts less than 6 characters.,AF-65,10093,Bug,To Do,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Highest,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 8:37 PM,08/Sep/21 6:44 PM,08/Sep/21 6:35 PM,,,0,"Steps to Reproduce

# Go to Application
# Go to the Affiliates page
# Verify the password field

Expected Result

Password field should not accept less than 6 characters.

Actual Result

Password field accepts less than 6 characters

!image-20210907-204832.png|width=881,height=183!

!image-20210907-204915.png|width=1168,height=515!",,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,AF-16,,,,,,,,,,,,,,,,,,,,,,,,07/Sep/21 8:49 PM;ug:5544c18c-029a-445e-b83b-951650e80006;image-20210907-204832.png;https://corporateola123.atlassian.net/secure/attachment/10008/image-20210907-204832.png,07/Sep/21 8:49 PM;ug:5544c18c-029a-445e-b83b-951650e80006;image-20210907-204915.png;https://corporateola123.atlassian.net/secure/attachment/10009/image-20210907-204915.png,,,,,,{},,AF-2,,,,,0|i000jr:,,AF Sprint 1,,,,,,,,To Do
"Verify that when keyboard alphabets are pressed, items started with respective alphabet should be display in ""State"" and ""Country"" dropdown list",AF-64,10092,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 8:15 PM,08/Sep/21 6:29 PM,08/Sep/21 6:29 PM,08/Sep/21 6:29 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000jj:,,AF Sprint 1,,,,,,,,Done
"Verify ""Tracking code"" field has some default value assigned in it.",AF-63,10091,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 7:51 PM,08/Sep/21 6:29 PM,09/Sep/21 4:56 AM,08/Sep/21 6:29 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000jb:,,AF Sprint 1,,,,,,,,Done
"Verify that as number of transactions get added into the Page the entry number also get updated accordingly into the ""Pagination"" section.",AF-62,10090,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 7:40 PM,08/Sep/21 6:23 PM,09/Sep/21 4:56 AM,08/Sep/21 6:23 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000j3:,,AF Sprint 1,,,,,,,,Done
Verify that after inserting data in all fields and clicking on add transaction the record is displayed in Transaction list,AF-61,10089,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 9:46 AM,08/Sep/21 6:29 PM,09/Sep/21 4:56 AM,08/Sep/21 6:29 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000iv:,,AF Sprint 1,,,,,,,,Done
"Verify whether ""Amount"" field in the page accepts only numeric values",AF-60,10088,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 9:44 AM,08/Sep/21 6:28 PM,09/Sep/21 4:56 AM,08/Sep/21 6:28 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000in:,,AF Sprint 1,,,,,,,,Done
"Verify that ""Add Transaction"" button is clickable",AF-59,10087,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 9:39 AM,08/Sep/21 6:28 PM,09/Sep/21 4:56 AM,08/Sep/21 6:28 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000if:,,AF Sprint 1,,,,,,,,Done
"Verify whether ""Description"" field in the page accepts alphanumeric values",AF-58,10086,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 8:49 AM,08/Sep/21 6:27 PM,09/Sep/21 4:56 AM,08/Sep/21 6:27 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000i7:,,AF Sprint 1,,,,,,,,Done
"Verify if the ""Check Payee Name"" field accepts only alphabetic values",AF-57,10085,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 8:27 AM,08/Sep/21 6:26 PM,09/Sep/21 4:56 AM,08/Sep/21 6:26 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000hz:,,AF Sprint 1,,,,,,,,Done
Tax ID field accepts alphabetic values in it.,AF-56,10084,Bug,To Do,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Highest,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 8:21 AM,08/Sep/21 6:44 PM,08/Sep/21 6:40 PM,,,0,"Steps to Reproduce

# Go to Application
# Go to the Affiliate page
# Verify the Commission field

Expected Result

Commission field should not accept alphabetic values.

Actual Result

Commission field accepts alphabetic values.

!image-20210907-081002.png|width=1401,height=685!

!image-20210907-081030.png|width=1591,height=685!",,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,AF-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000hr:,,AF Sprint 1,,,,,,,,To Do
"Verify if the ""Tax id"" field accepts only numeric values.",AF-55,10083,Test,Blocked,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 8:13 AM,08/Sep/21 6:28 PM,08/Sep/21 6:27 PM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000hj:,,AF Sprint 1,,,,,,,,In Progress
Commission field accepts alphabetic values in it.,AF-54,10082,Bug,To Do,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Highest,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 8:05 AM,08/Sep/21 6:44 PM,08/Sep/21 6:40 PM,,,0,"Steps to Reproduce

# Go to Application
# Go to the Affiliate page
# Verify the Commission field

Expected Result

Commission field should not accept alphabetic values.

Actual Result

Commission field accepts alphabetic values.

!image-20210907-081002.png|width=1401,height=685!

!image-20210907-081030.png|width=1591,height=685!",,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,AF-46,,,,,,,,,,,,,,,,,,,,,,,,07/Sep/21 8:10 AM;ug:5544c18c-029a-445e-b83b-951650e80006;image-20210907-081002.png;https://corporateola123.atlassian.net/secure/attachment/10005/image-20210907-081002.png,07/Sep/21 8:10 AM;ug:5544c18c-029a-445e-b83b-951650e80006;image-20210907-081030.png;https://corporateola123.atlassian.net/secure/attachment/10004/image-20210907-081030.png,,,,,,{},,AF-2,,,,,0|i000hb:,,AF Sprint 1,,,,,,,,To Do
" Verify if the ""Commission"" field takes default value as 0 and if any value is inserted the payment amount is calculated as per that value.",AF-53,10081,Test,Blocked,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 7:54 AM,08/Sep/21 6:40 PM,09/Sep/21 4:56 AM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000h3:,,AF Sprint 1,,,,,,,,In Progress
Verify if the database gets updated with either radio control choice being made.,AF-52,10080,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 7:44 AM,08/Sep/21 6:23 PM,09/Sep/21 4:56 AM,08/Sep/21 6:23 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000gv:,,AF Sprint 1,,,,,,,,Done
Verify if the radio control button gets selected using mouse cursor action or TAB keyboard key selection.,AF-51,10079,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 6:31 AM,08/Sep/21 6:27 PM,09/Sep/21 4:56 AM,08/Sep/21 6:27 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000gn:,,AF Sprint 1,,,,,,,,Done
Verify whether all mandatory fields have asterisk sign .,AF-50,10078,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 5:33 AM,08/Sep/21 6:21 PM,09/Sep/21 4:56 AM,08/Sep/21 6:21 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000gf:,,AF Sprint 1,,,,,,,,Done
"As a user I want to ""Add Transaction"" while modifying the Affiliate's record.",AF-49,10077,Story,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 4:13 AM,08/Sep/21 6:27 PM,08/Sep/21 9:04 AM,08/Sep/21 6:27 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-58,AF-59,AF-60,AF-61,AF-62,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000g7:,,AF Sprint 1,,,,,,,,Done
"As a user I want to ""Edit"" an Affiliate's Payment Details record for modification and updating the fields as per required.",AF-48,10076,Story,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 4:06 AM,08/Sep/21 6:26 PM,08/Sep/21 11:05 AM,08/Sep/21 6:26 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-88,AF-89,AF-90,AF-91,AF-92,AF-93,AF-94,AF-95,AF-96,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000fz:,,AF Sprint 1,,,,,,,,Done
"As a user I want to ""Edit"" an Affiliate record for modifications and updating as per my requirements.(Personal details).",AF-47,10075,Story,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,07/Sep/21 3:54 AM,08/Sep/21 6:22 PM,08/Sep/21 6:26 AM,08/Sep/21 6:22 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-68,AF-69,AF-70,AF-71,AF-72,AF-73,AF-74,AF-75,AF-76,AF-77,AF-78,AF-79,AF-80,AF-81,AF-82,AF-83,AF-84,AF-85,AF-86,AF-87,,,,,,,,,,{},,AF-2,,,,,0|i000fr:,,AF Sprint 1,,,,,,,,Done
As a user I want to enter Payment details for creating an Affiliate record.,AF-46,10074,Story,Blocked,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:59 PM,08/Sep/21 6:40 PM,08/Sep/21 6:40 PM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-50,AF-51,AF-52,AF-53,AF-55,AF-57,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000fj:,,AF Sprint 1,,,,,,,,In Progress
"Verify that after clicking the ""Delete"" button the specific selected records get deleted forever from the Affiliate list",AF-45,10073,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:49 PM,08/Sep/21 6:27 PM,09/Sep/21 4:56 AM,08/Sep/21 6:27 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000fb:,,AF Sprint 1,,,,,,,,Done
"Verify that ""Delete"" button works by selecting single or multiple records from Affiliate list.",AF-44,10072,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:19 PM,08/Sep/21 6:26 PM,09/Sep/21 4:56 AM,08/Sep/21 6:26 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000f3:,,AF Sprint 1,,,,,,,,Done
"Verify that ""Delete"" button is clickable",AF-43,10071,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:16 PM,08/Sep/21 6:26 PM,09/Sep/21 4:56 AM,08/Sep/21 6:26 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000ev:,,AF Sprint 1,,,,,,,,Done
"As a user I want to ""Delete"" an Affiliate record which do not have valid details.",AF-42,10070,Story,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:13 PM,08/Sep/21 6:26 PM,09/Sep/21 4:56 AM,08/Sep/21 6:26 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000en:,,AF Sprint 1,,,,,,,,Done
"Verify that ""Approve"" button functionality works or not whether record changes to approved in Action column.",AF-41,10069,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:06 PM,08/Sep/21 6:26 PM,09/Sep/21 4:56 AM,08/Sep/21 6:26 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000ef:,,AF Sprint 1,,,,,,,,Done
"Verify that ""Approve"" button is clickable",AF-40,10068,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:01 PM,08/Sep/21 6:21 PM,09/Sep/21 4:56 AM,08/Sep/21 6:21 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000e7:,,AF Sprint 1,,,,,,,,Done
"As a user I want to ""Approve"" the specific record from the Affiliate list if all the details are entered properly with proper and valid details for viewing the records and verification purpose.",AF-39,10067,Story,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 4:55 PM,08/Sep/21 6:26 PM,09/Sep/21 4:56 AM,08/Sep/21 6:26 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-40,AF-41,AF-43,AF-44,AF-45,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000dz:,,AF Sprint 1,,,,,,,,Done
"Verify that the result list contains same data in the given fields- ""Affiliate name"", ""Email"", ""Balance"", ""Status"", ""Date Added"" and ""Action"" columns as that while ",AF-38,10066,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 6:05 AM,08/Sep/21 6:25 PM,09/Sep/21 4:56 AM,08/Sep/21 6:25 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000dr:,,AF Sprint 1,,,,,,,,Done
"Verify that the result list contains ""Affiliate name"", ""Email"", ""Balance"", ""Status"", ""Date Added"" and ""Action"" columns.",AF-37,10065,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:06 AM,08/Sep/21 6:20 PM,09/Sep/21 4:56 AM,08/Sep/21 6:20 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000dj:,,AF Sprint 1,,,,,,,,Done
"Verify that the result list contains same data in the given fields- ""Affiliate name"", ""Email"", ""Balance"", ""Status"", ""Date Added"" and ""Action"" columns as that while user has entered data while creation of record.",AF-36,10064,Story,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,06/Sep/21 5:01 AM,08/Sep/21 6:25 PM,09/Sep/21 4:56 AM,08/Sep/21 6:25 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-37,AF-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000db:,,AF Sprint 1,,,,,,,,Done
Verify the postcode field by adding alphabetic values into it.,AF-35,10063,Test,Blocked,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,05/Sep/21 4:27 PM,08/Sep/21 6:38 PM,08/Sep/21 6:37 PM,,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,AF-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000d3:,,AF Sprint 1,,,,,,,,In Progress
Postcode field accepts Alphabet values and special characters.,AF-34,10062,Bug,To Do,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Highest,,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,04/Sep/21 4:18 PM,08/Sep/21 6:44 PM,08/Sep/21 6:38 PM,,,0,"Steps to Reproduce

# Go to Application
# Go to the Affiliates page
# Verify the postcode field

Expected Result

Postcode field should not accept Alphabet values and special characters.

Actual Result

Postcode field accepts Alphabet values and special characters.

!image-20210905-162519.png|width=667,height=64!

!image-20210905-162549.png|width=894,height=570!",,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,AF-16,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 4:36 AM;ug:5544c18c-029a-445e-b83b-951650e80006;image-20210905-162519.png;https://corporateola123.atlassian.net/secure/attachment/10002/image-20210905-162519.png,06/Sep/21 4:36 AM;ug:5544c18c-029a-445e-b83b-951650e80006;image-20210905-162549.png;https://corporateola123.atlassian.net/secure/attachment/10003/image-20210905-162549.png,,,,,,{},,AF-2,,,,,0|i000cv:,,AF Sprint 1,,,,,,,,To Do
Verify the city text field by adding numbers into it.,AF-33,10061,Test,Done,AF,Affiliates,software,NIMISHA BHOIR,607d77eb739dd40069880655,,Medium,Done,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,NIMISHA BHOIR,607d77eb739dd40069880655,04/Sep/21 2:55 PM,08/Sep/21 6:20 PM,09/Sep/21 4:56 AM,08/Sep/21 6:20 PM,,0,,,NIMISHA BHOIR,607d77eb739dd40069880655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,AF-2,,,,,0|i000cn:,,AF Sprint 1,,,,,,,,Done
